loan_status,int_rate,installment,annual_inc,dti,delinq_2yrs,inq_last_6mths,pub_rec,revol_bal,revol_util
0,19.91,423.11,55000,15.8,0,0,0,7743,72.4
0,19.42,565.32,60000,16.74,1,0,0,13354,78.1
0,16.77,208.97,25000,22.51,0,2,0,17614,83.5
0,13.49,460.1,82000,17.68,0,0,0,26693,61.4
0,15.27,382.92,42656.4,17.44,0,1,0,12830,92.3
0,17.58,704.64,140000,12.07,0,1,0,2686,13.4
0,20.3,786.51,83000,20.93,0,0,0,22087,89.8
0,23.91,519.76,120000,12.96,0,3,0,31992,99
0,21.67,603.5,55000,15.62,0,1,0,20154,79.4
0,17.27,224.36,26400,9.64,0,3,0,7411,50.1
0,11.71,110.5,38004,23.78,0,0,0,10023,57.3
0,11.71,176.79,31000,16.22,0,3,0,2751,34.4
0,18.64,690.56,85000,12,0,1,0,31071,53
0,20.3,619.88,85000,20.16,0,0,0,31306,74.5
0,17.58,452.98,60000,21.96,0,1,0,5945,83.7
0,17.27,578.71,208000,7.94,0,0,0,3761,23.5
0,15.96,200.45,35004,15.6,2,1,0,4479,7.7
0,17.58,427.19,59000,22.86,0,1,0,18723,81.8
0,15.96,365.67,91000,23.41,0,2,0,46957,67
0,12.42,619.26,105000,16.53,0,0,0,15523,25
0,13.49,203.6,89122,7.67,0,0,0,5633,84.7
0,21.28,625.86,95000,8.94,0,0,0,9826,99.3
0,19.03,389.36,75000,2.82,0,2,0,11379,75.9
0,16.77,525.5,42500,19.93,0,2,0,18352,62.7
0,17.58,213.28,27600,18.7,0,1,0,5595,86.1
0,18.64,514.86,80000,23.47,0,0,0,11952,88.5
0,17.58,113.25,51600,22.63,0,1,0,13739,67.7
0,13.49,309.42,37320,20.8,0,0,0,17404,74.4
0,11.71,292.81,100000,0.72,0,0,0,6149,10.4
0,18.25,428.9,70000,21.5,0,2,0,10296,38.4
0,16.77,443.89,83004,13.66,0,0,0,22388,82.9
0,12.42,628.81,85000,15.87,0,1,0,23199,58.7
0,19.03,355.62,60000,18.06,0,0,0,29665,97.4
0,10.65,340.24,40000,26.34,0,0,0,8,0.1
0,14.27,655.44,95000,9.46,0,1,0,17936,68.1
0,14.65,276.2,68500,18.17,0,1,0,7203,39.8
0,18.25,638.25,75000,10.58,0,0,0,14608,72
0,13.49,460.1,68000,9.09,0,0,0,19736,79.3
0,17.58,377.49,110000,12.36,0,1,0,7717,81.2
0,19.03,155.75,31000,20.13,0,1,0,7996,93
0,18.25,306.36,43000,15.24,0,1,0,7949,45.4
0,18.64,386.15,95000,17.97,0,2,0,30810,85.5
0,9.91,424.06,114996,11.19,0,0,0,7747,15.4
0,21.28,544.23,120000,16.72,0,2,0,23789,75.5
0,15.27,532.49,45000,23.07,0,1,0,15695,77.7
0,16.77,556.41,48500,10.91,0,0,0,23080,84.5
0,12.69,271.14,57000,19.71,0,0,0,15311,66.3
0,19.42,560.09,80000,19.66,0,2,0,21721,66.2
0,19.03,500.33,80000,26.82,0,1,0,26710,85.1
0,19.91,396.66,51000,20.85,0,2,0,8162,92.7
0,19.03,324.47,130000,9.06,0,0,1,24185,90.6
0,18.64,696.35,65000,19.75,0,0,0,26469,80.2
0,17.27,562.46,67735,18.8,0,2,0,18364,75.6
0,20.3,237.29,30000,18.76,1,0,0,8382,98.6
0,10.65,323.53,29000,15.14,0,0,0,15795,81
0,20.3,479.9,68000,17.98,0,2,0,11720,52.4
0,14.27,702.26,90000,19.12,0,1,0,21682,49
0,19.03,311.49,38500,10.91,2,1,0,9520,85
0,16.77,267.08,23000,11.22,0,1,0,9952,64.2
0,19.03,416.62,50400,20.67,0,0,0,12112,61.5
0,14.27,468.17,110000,10.3,0,0,0,17819,79.8
0,20.3,533.23,69000,18.02,0,2,0,27409,89.6
0,14.27,299.63,75000,16.75,0,2,0,24332,67
0,13.49,165.64,67000,11.84,0,0,0,13511,79.9
0,14.27,491.58,90000,8.76,2,0,0,7979,82.2
0,23.91,715.75,60000,17.74,0,2,0,14265,98.9
0,14.27,280.91,80000,6.51,0,0,0,6846,78.7
0,12.42,393.01,70000,16.7,0,1,0,12176,67.3
0,20.3,581.88,100000,24.71,0,0,0,10345,68.7
0,12.69,307.29,62000,11.98,0,2,0,16902,53.5
0,12.69,451.9,50000,27.67,0,0,0,16436,76.1
0,16.77,321.48,80000,4.96,0,3,0,10984,84.5
0,15.96,386.93,150000,5.66,0,2,0,27505,40.6
0,19.03,778.72,106000,15.72,0,3,0,29623,74.2
0,17.27,399.97,60000,11.98,0,1,0,19626,80.8
0,15.96,379.04,43000,7.56,0,2,0,8803,64.3
0,14.27,391.51,150000,3.23,0,2,0,15527,56.3
0,15.27,382.92,60000,17.7,0,2,0,23464,57.7
0,17.27,329.98,40000,24.36,0,2,0,18251,61
0,21.28,136.06,46000,6.1,0,0,0,8376,91
0,19.91,423.11,107000,6.47,0,1,0,19823,68.4
0,12.69,392.02,63000,19.92,0,0,0,25261,50.2
0,17.27,374.97,75000,16.21,0,0,0,10219,74.9
0,13.49,294.47,77000,8.74,0,0,0,14334,70.1
0,12.42,209.98,73000,18.84,0,0,0,37924,52
0,14.27,294.95,43200,18.61,0,3,0,13924,52.5
0,15.96,607.43,80000,4.71,0,2,0,20789,87.8
0,11.71,353.58,48000,10.75,0,0,0,18163,71.2
0,18.25,486.98,48000,21.2,0,1,0,20306,70.8
0,16.77,272.02,59000,4.62,0,3,0,11243,83.9
0,13.49,290.44,81800,17.85,0,0,0,24645,61.2
0,15.27,430.78,50000,15.31,0,1,0,15940,73.5
0,10.65,625.49,180000,3.9,0,0,0,55964,68.5
0,22.35,224.64,35000,10.73,0,2,0,0,0
0,14.27,419.02,45000,19.09,0,1,0,2037,47.4
0,19.42,526.72,103000,19.7,0,2,0,24164,95.9
0,21.28,500.01,137000,8.73,1,2,0,10875,74
0,15.96,340.16,75000,12.62,0,1,0,6492,67.6
0,17.27,349.98,60500,19.95,0,0,0,11731,96.2
0,12.69,564.87,65000,18.02,0,4,0,26417,50.7
0,16.77,494.59,90000,16.77,0,3,0,20658,77.3
0,19.03,586.63,99224.88,12.07,0,2,0,9782,49.4
0,14.27,468.17,40000,20.61,0,0,0,11901,65.8
0,18.64,484.61,85000,14.77,0,0,0,17777,91.2
0,17.58,513.38,52000,17.86,0,1,0,16945,89.7
0,11.71,331.48,75000,14.05,0,0,0,16317,74.5
0,12.69,418.01,76000,21.65,0,1,0,23659,56.3
0,18.64,159.61,51000,10.61,0,3,0,5936,78.8
0,14.65,590.17,106000,7.15,0,2,0,29579,56.4
0,11.71,308.27,40000,19.68,0,0,0,7187,43.8
0,18.25,306.36,24000,11.8,0,1,0,7739,91
0,20.89,607.31,45000,7.65,0,0,0,8735,45
0,18.25,510.6,105000,12.74,0,1,0,14106,90.4
0,20.89,809.75,72000,17.6,0,3,0,29732,86.9
0,17.27,549.96,54329,7.91,0,1,0,15808,77.1
0,11.71,464.07,75000,8.88,0,0,0,12076,82.7
0,20.89,323.9,100000,13.76,0,0,1,9214,68.3
0,22.06,331.84,80000,8.54,0,1,0,1226,9.8
0,11.71,353.58,52000,19.73,0,0,0,21630,64
0,13.49,368.08,51000,13.65,0,1,0,15062,54.2
0,19.03,561.98,49000,17.19,0,0,0,20853,72.7
0,16.77,482.22,85470,20.04,0,0,0,19074,56.9
0,12.42,267.25,96000,7.67,0,0,0,1300,7.6
0,23.91,835.63,95000,16.41,1,0,0,3988,99.7
0,19.91,277,70000,10.71,0,0,0,32749,96.9
0,13.49,374.98,45000,3.65,0,0,0,25,0.4
0,18.25,312.74,62500,20.83,0,0,0,4758,52.3
0,21.28,378.24,45000,12.99,0,0,0,14916,78.9
0,15.27,329.07,60000,9.6,0,1,0,16578,70.2
0,14.27,819.3,100800,22.5,0,4,0,41,0.7
0,18.64,901.01,110000,16.4,0,1,0,11166,63.6
0,18.64,514.86,55800,9.91,0,0,0,6856,87.2
0,15.27,287.19,38417.6,10.37,0,2,0,11646,93.9
0,20.3,639.87,152000,13.28,0,0,0,23180,95.8
0,13.49,276.06,50000,12.62,0,1,0,21955,69.7
0,20.3,533.23,100000,11.32,0,1,0,15428,94.7
0,19.03,311.49,45000,9.01,0,1,0,9908,78
0,19.03,441.28,57000,8.72,1,1,0,14821,57.4
0,16.77,445.13,55000,11.67,0,2,0,14848,77.3
0,17.58,503.32,42000,8.91,0,0,0,11762,66.5
0,22.06,691.33,93500,10.84,0,0,0,20387,83.9
0,18.25,306.36,75000,17.2,0,1,0,11112,91.1
0,10.65,431.37,62400,24.02,0,0,0,15709,55.1
0,10.65,588.82,50000,25.7,0,0,0,4608,16.8
0,17.27,874.93,68750,14.77,0,1,0,23561,54.7
0,13.49,460.1,50000,19.22,0,0,0,5896,57.8
0,8.9,248.52,33280,9.3,0,0,0,8245,41.6
0,13.49,690.15,145000,5.74,0,3,0,28648,61
0,15.96,291.57,42000,26.11,0,1,0,21114,97.2
0,11.71,265.18,45000,17.87,0,1,0,7743,65.1
0,22.35,973.64,115000,17.24,0,0,0,54340,83.3
0,19.91,501.78,45000,24.53,0,0,0,20659,97
0,18.64,308.92,45000,14.37,1,1,0,10374,94.3
0,14.27,294.95,86000,16.87,0,1,0,12208,56.3
0,11.71,331.48,100000,4.52,0,0,0,12153,59
0,12.42,67.38,46008,18.23,0,1,0,3017,53.9
0,18.25,255.3,40000,20.46,0,1,0,15099,66.5
0,18.64,643.58,80000,17.5,0,1,0,20665,61.7
0,12.42,336.86,160000,6.79,0,1,0,14073,21.9
0,15.27,430.78,92000,28.83,0,1,0,22095,61
0,16.77,544.04,55000,20.79,0,0,0,15147,61.1
0,12.69,254.2,43000,16.27,0,0,0,4313,54.7
0,12.69,564.87,75000,0.32,0,4,0,1281,3.2
0,21.28,680.28,70000,19.11,0,0,0,2594,68.3
0,14.27,819.3,160000,22.06,0,1,0,124744,51.9
0,18.25,382.95,67200,13.41,0,0,0,17350,73.2
0,15.27,224.96,29280,0.74,0,1,0,142,1.9
0,20.3,834.5,75000,21.84,0,1,0,25974,43.9
0,17.27,316.23,61500,12.86,0,1,0,11200,83
0,17.27,499.96,40406,17.52,1,0,0,7801,70.3
0,10.65,595.29,78000,25.06,0,0,0,13029,51.5
0,14.27,294.95,74000,4.41,1,0,0,4481,28
0,15.96,485.94,65000,24.92,0,1,0,18414,87.7
0,18.64,624.27,46200,21.32,0,0,0,18894,90
0,12.69,298.25,45000,22.93,0,0,0,8241,40.2
0,11.71,450.81,94992,11.52,0,0,0,15755,43.6
0,11.71,287.28,90000,6.33,0,0,0,4632,16.8
0,14.65,590.17,60000,18.14,0,1,0,26863,47.8
0,11.71,773.44,75000,20.02,0,0,0,37503,40.4
0,11.71,318.22,84000,10.5,0,0,0,8655,41.6
0,24.11,699.18,108000,12.27,0,2,0,17522,99
0,17.58,629.14,76000,18.85,0,0,0,23624,60.1
0,9.91,275.64,26004,1.8,0,0,0,3839,21.4
0,11.71,353.58,84855,6.56,0,0,0,952,12.4
0,17.58,707.16,57200,23.1,0,0,0,16219,74.7
0,19.91,793.32,90000,4.31,1,0,0,13072,67.4
0,12.42,471.61,85000,8.84,0,1,0,26741,46.4
0,14.27,468.17,83000,10.08,0,0,0,20443,81.8
0,18.64,772.29,105000,12.69,0,1,0,25482,51.1
0,13.49,414.09,52000,17.77,0,2,0,12581,68.7
0,11.71,304.96,109000,4.44,0,0,0,9384,55.2
0,11.71,397.77,40000,2.1,0,0,0,2188,12.5
0,19.42,916.03,220000,11.41,0,0,0,4808,23.9
0,14.27,585.22,117000,12.71,0,1,0,29323,72.6
0,20.89,944.71,100000,9.31,0,2,0,11818,40.2
0,17.27,299.98,36048,20.51,1,1,0,7113,19.5
0,21.28,692.53,82000,20.9,0,3,0,24575,77.5
0,18.25,638.25,92604,18.84,1,2,0,27681,47.4
0,15.96,269.7,50000,24.12,0,2,0,16205,73.7
0,18.64,592.09,62000,21.17,0,0,0,23773,72.3
0,13.49,805.17,135000,7.72,0,4,0,6976,6.7
0,17.58,596.43,105842,13.17,0,3,0,17384,92.6
0,18.64,180.21,33000,8.8,0,1,0,4029,27.8
0,17.58,503.32,120000,11.05,0,1,0,17106,74.7
0,18.25,541.23,57250,23.25,0,0,0,37717,85.3
0,17.58,352.32,71000,11.65,0,0,0,8813,23.3
0,18.64,772.29,90960,15.58,0,1,0,13720,50.4
0,24.11,720.8,145000,8.3,0,0,0,12990,97.7
0,14.27,819.3,550000,4.34,0,4,0,19107,0.6
0,12.69,655.25,96000,12.88,0,0,0,17216,75.8
0,15.27,338.04,39500,23.54,0,1,0,10531,65.8
0,19.03,103.83,54996,7.2,0,1,0,4460,99.1
0,17.27,874.93,325000,5.65,0,6,0,17695,93.1
0,17.58,629.14,75000,12.96,0,0,0,18104,60.1
0,22.74,981.45,105000,16.94,0,0,0,18686,91.2
0,13.49,690.15,75000,22.85,0,2,0,4666,26.2
0,16.77,519.32,125000,13.69,0,0,0,31157,52.7
0,14.27,526.7,45000,20.56,0,1,0,23439,67.2
0,20.89,434.57,55000,22.32,0,1,0,16980,95.9
0,11.71,368.49,72000,8.68,0,0,0,18885,66.3
0,11.71,284.52,27000,13.69,0,0,0,11422,69.2
0,16.77,103.87,22088,10.65,0,2,0,4753,91.4
0,16.77,494.59,60000,17.56,0,1,0,15766,81.3
0,13.49,140.33,42600,27.94,0,0,0,6446,47.1
0,12.69,338.93,26400,12.5,0,3,0,8236,29.1
0,18.64,463.38,60000,11.76,0,1,0,9359,65
0,19.03,350.43,43200,12.11,0,1,0,17850,47.7
0,15.96,728.91,55097.04,16.64,0,1,1,3532,14.2
0,19.42,471.1,36000,3.27,1,0,0,5976,31
0,13.49,690.15,189996,7.48,0,3,0,23810,42.8
0,12.69,216.91,42336,8.84,0,1,0,100,3.6
0,12.42,437.92,76500,12.7,0,1,0,3271,3.1
0,10.65,517.64,200000,4.13,0,0,0,11945,18.7
0,18.25,459.54,63000,19.68,0,2,0,15006,50.9
0,17.58,503.32,48000,17.15,1,3,0,17115,89.1
0,15.96,364.46,115000,23.7,0,3,0,61575,57.1
0,17.27,324.98,49920,15.31,0,0,0,17478,78
0,19.03,648.93,68000,22.08,0,0,0,27447,73.4
0,12.69,488.62,54000,29.09,0,0,0,26177,64.8
0,18.64,411.89,55000,19.03,0,2,0,15065,81.9
0,23.91,619.55,54480,18.5,0,1,0,16092,98.7
0,15.27,382.92,45200,19.67,0,3,0,14750,58.5
0,12.69,451.9,80000,5.23,0,0,0,14733,42.2
0,19.03,301.76,32000,23.44,0,0,0,11449,46.4
0,13.49,230.05,60000,13.32,0,6,0,8182,13
0,17.27,374.97,70666.08,20.82,0,1,0,20528,49.2
0,18.25,382.95,57960,17.17,0,2,1,12146,75
0,19.03,908.5,150000,24.74,0,1,0,17963,34.3
0,15.27,311.12,40000,13.5,0,1,0,10477,68.5
0,13.49,345.08,54000,21.6,0,1,0,22800,72.4
0,21.28,544.23,165000,4.96,0,1,0,27457,93.8
0,14.65,472.14,48000,12.65,0,1,0,20817,50.8
0,17.58,322.12,99000,19.05,0,1,0,27751,92.5
0,22.06,829.6,80000,14.7,0,1,0,16375,45.1
0,14.27,468.17,40000,0.6,0,3,0,816,3.7
0,17.27,333.73,55000,20.53,0,2,0,18990,79.5
0,21.28,337.42,50000,15.77,1,1,0,4089,78.8
0,14.27,217.7,75000,3.62,0,4,0,17648,45.7
0,14.65,354.1,55000,17.21,0,1,0,13115,88
0,20.89,809.75,68000,16.91,0,0,0,20089,71.5
0,15.27,457.7,54000,23.18,0,1,0,14850,56.2
0,12.42,449.15,80000,15.48,0,0,0,21566,63.1
0,17.58,729.8,58000,8.88,0,3,0,11452,76.3
0,11.71,437.55,96000,3.65,0,0,0,14399,57.1
0,18.25,561.66,75000,18.9,0,1,0,27616,60.6
0,11.71,552.46,60000,6.76,0,0,0,4534,25.2
0,10.65,539.21,86923,7.88,0,0,0,24504,33.6
0,12.42,673.72,68000,25.27,0,0,0,22181,49.7
0,14.65,472.14,40000,23.94,0,1,0,21265,68.4
0,12.69,271.14,42000,24.57,0,0,0,9681,78.7
0,21.28,816.34,75000,11.44,0,1,0,31639,66.9
0,11.71,530.36,95000,16,0,0,0,0,0
0,15.27,478.64,90000,12.33,0,1,0,19734,75.9
0,18.64,749.12,152004,18.12,0,0,0,13477,67
0,17.27,499.96,65000,8.7,0,1,0,10770,90.5
0,12.69,530.98,48000,16.05,0,0,0,21175,72.8
0,21.67,960.11,83500,19.9,0,1,0,13082,53
0,15.96,403.33,40000,13.17,0,3,0,15964,65.1
0,15.96,437.35,102000,14.64,0,1,0,14754,69.6
0,19.03,311.49,80000,17.16,0,2,0,15405,65.8
0,19.42,523.45,48000,16.2,0,1,1,13224,96.5
0,20.89,377.89,158000,20.04,2,1,0,5987,87.3
0,14.65,283.28,35000,22.18,0,1,0,9145,69.3
0,16.77,488.4,66500,14.29,0,2,0,5888,69.3
0,10.65,603.92,64936,8.91,0,0,0,13595,62.1
0,14.65,339.94,105000,10.75,0,7,0,19435,25.1
0,19.42,206.11,25000,19.82,0,1,0,6992,50.7
0,14.27,374.54,72000,11.88,2,0,0,4612,30.1
0,19.91,396.66,41500,17.93,1,1,0,2923,32.1
0,18.25,306.36,34500,22.61,0,0,0,9292,96.8
0,18.64,617.83,120000,15.33,1,2,0,19719,45.8
0,12.42,561.44,54600,12.09,0,1,0,14433,19
0,17.27,302.48,50000,11.5,0,0,0,5579,33
0,7.9,242.75,102000,8.09,0,0,0,2875,6.2
0,14.27,187.27,40000,11.85,2,0,0,689,5.7
0,15.96,315.86,135800,11.99,0,2,0,26003,79
0,16.77,296.75,65000,18.2,0,1,0,14458,53.5
0,12.69,451.9,72000,29.73,0,1,0,29009,61.1
0,15.96,485.94,45000,18.88,0,1,0,13630,57
0,12.69,632.66,67000,17.64,0,0,0,12555,81
0,13.49,364.63,36000,27.6,0,3,0,18088,57.8
0,18.64,749.12,58000,22.18,0,1,0,24994,89.7
0,19.03,410.13,75000,20.1,0,3,0,22045,83.2
0,19.91,698.12,103000,13.41,0,0,0,39789,52.2
0,21.67,658.36,85000,19.93,1,0,0,24242,70.3
0,19.91,813.15,65000,19.42,0,0,0,20474,73.2
0,17.58,603.98,72000,20.48,0,0,0,17099,60.9
0,15.96,680.32,60000,8.32,0,1,0,14537,89.8
0,20.89,809.75,96000,14.6,1,0,0,26422,66.6
0,21.28,340.14,100000,5.48,0,1,0,2094,27.6
0,19.91,925.54,110000,10.9,1,0,0,17566,52.8
0,19.91,396.66,48000,20.82,0,0,0,10589,81.5
0,19.03,622.97,70000,17.67,0,1,0,20168,85.8
0,19.42,162.27,55000,11.35,0,0,0,9035,92.2
0,15.96,485.94,60000,23.54,0,3,0,20062,73.5
0,20.3,226.62,82000,10.6,0,0,0,8522,87.9
0,13.49,276.06,50000,24.82,0,0,0,20535,81.2
0,21.67,658.36,98000,18.02,0,1,0,15893,88.8
0,19.03,491.89,49500,13.99,0,0,0,20166,97.4
0,16.77,311.59,41000,20.22,1,1,0,11807,78.7
0,20.3,415.92,85000,18.9,0,0,0,15678,80.8
0,18.64,540.61,110000,13.57,0,1,0,21357,92.3
0,12.69,451.9,65918,15.53,0,1,0,11376,56
0,19.03,150.56,51300,17.44,0,2,0,10734,94.2
0,14.65,663.35,60000,24.16,0,1,0,14692,62.8
0,14.27,819.3,121000,1.99,0,3,0,10994,40.1
0,21.67,592.53,82900,12.49,0,0,0,14501,93
0,18.64,411.89,115000,10.77,0,0,1,18088,76.1
0,18.64,257.43,81600,12.19,0,1,0,8311,33.6
0,18.64,146.74,75000,7.46,0,1,0,12126,65.5
0,12.69,271.14,60000,17.62,0,0,0,11082,69.3
0,7.9,303.43,45000,7.39,0,0,0,12119,19.2
0,17.27,239.99,40000,12.9,0,1,0,13648,60.9
0,16.77,640.49,62000,22.94,0,2,0,31335,74.9
0,19.42,340.24,37500,9.82,0,0,0,11242,89.9
0,11.71,265.18,25000,13.49,0,0,0,9137,50.8
0,20.3,259.95,60000,15.94,0,1,0,8903,96.8
0,19.91,925.54,132500,16.07,0,1,0,25584,67.9
0,16.77,77.28,135000,9.56,0,2,0,29315,93.1
0,18.64,720.81,129000,23.15,0,0,0,19016,78.3
0,12.42,303.18,57840,9.05,1,0,0,4143,48.2
0,10.65,334.31,56510,8.92,0,0,0,3562,19.6
0,13.49,345.08,96000,13.21,0,1,0,17314,55.9
0,20.3,613.21,120000,8.35,0,2,0,26659,52.9
0,17.27,299.98,43000,23.33,0,0,0,6177,64.3
0,15.96,607.43,113000,13.36,0,1,0,13313,94.2
0,21.67,960.11,165000,15.31,0,0,0,31349,76.5
0,20.3,575.88,72800,13.37,0,1,0,21829,74.5
0,18.25,382.95,281000,8.71,0,0,0,56254,95.3
0,20.3,383.92,77500,14.2,0,2,0,34004,95
0,17.27,874.93,97000,22.75,0,1,0,42865,47.3
0,11.71,265.18,125000,8.59,0,0,1,8234,38.7
0,15.96,388.75,64000,16.13,0,2,0,13344,59.8
0,14.65,129.84,107000,8.89,0,1,0,25080,89.3
0,11.71,656.32,57000,16.04,0,0,0,15259,43.6
0,20.3,799.84,82000,13.96,0,2,0,23835,63.1
0,15.27,358.98,85000,15.2,0,1,0,13260,59.2
0,17.58,377.49,63200,23.32,0,2,0,22406,71.4
0,14.65,283.28,40000,12.78,0,1,0,13921,54
0,22.06,261.33,70000,16.51,0,0,0,14114,54.9
0,18.64,350.11,67816,12.85,0,0,0,24383,61.4
0,19.03,908.5,98500,24.83,0,2,0,20903,56.8
0,15.27,287.19,64400,16.96,0,3,0,13769,16.7
0,12.42,323.39,100000,9.89,0,0,0,9412,58.8
0,18.25,326.78,45000,20.4,0,0,0,9795,61.6
0,13.49,339.32,64500,24.76,0,0,0,24373,67.2
0,12.69,564.87,80000,19.38,0,4,0,18818,34
0,11.71,552.46,39600,8.42,0,0,0,0,0
0,19.42,314.07,37000,19.52,0,0,1,7135,54.1
0,13.49,414.09,65000,8.79,0,1,0,22336,84.3
0,16.77,544.04,57000,21.81,0,3,0,28237,59.1
0,14.27,819.3,98000,17.72,0,1,0,59189,80.3
0,15.27,358.98,64000,19.69,0,1,0,14566,70.4
0,20.3,106.65,55000,4.67,0,1,0,5343,60.7
0,12.69,451.9,85000,5.9,0,3,0,9130,32.4
0,19.42,785.17,150000,14.11,0,0,0,49132,78.5
0,19.03,622.97,65000,22.58,1,0,0,13066,53.3
0,18.25,382.95,45000,14.35,0,0,0,14560,56
0,12.42,786.01,64620,10.05,0,0,0,15116,53.2
0,19.03,648.93,150000,11,0,3,0,14959,46.6
0,17.27,499.96,57000,22.86,0,1,0,6396,38.8
0,15.27,287.19,52000,16.85,0,1,0,17997,80.3
0,9.91,212.03,60000,6.46,0,0,0,1914,6.7
0,11.71,453.02,85000,4.01,0,0,0,14992,38.5
0,17.27,369.98,39000,14.4,0,2,0,16766,58.6
0,17.27,144.99,51000,23.25,0,2,0,5725,63.5
0,9.91,636.09,76800,27.53,0,0,0,23487,15.4
0,17.27,499.96,93000,12.76,1,2,0,3512,30.3
0,12.42,269.49,60000,23.68,0,1,0,20725,34.7
0,19.91,386.08,75000,3.98,1,0,0,8475,53.8
0,15.96,612.28,68400,0.02,0,5,0,33,0.3
0,19.03,147.96,40000,12.27,2,2,0,0,0
0,16.77,296.75,80600,20.5,0,2,0,18435,79.1
0,18.25,510.6,58000,16.74,0,1,0,28150,39.8
0,19.42,314.07,56004,7.2,0,1,0,4032,17.9
0,12.69,255.33,59500,13.37,0,0,0,18121,61.7
0,11.71,287.28,33600,11.21,0,0,0,9110,45.8
0,20.89,944.71,70000,12.58,0,2,0,29088,64.6
0,17.27,156.24,55000,9.49,0,1,0,8860,69.2
0,15.96,379.04,52000,10.22,0,2,0,41017,86.9
0,11.71,185.63,70000,1.49,0,1,0,3272,13.9
0,14.65,650.96,100500,23.73,0,1,0,39604,59.4
0,20.3,799.84,69996,16.66,0,1,0,13505,38.3
0,11.71,530.36,48000,9.8,0,2,0,20822,32.2
0,12.69,790.82,131000,6.35,0,0,0,0,0
0,20.3,399.92,75000,15.78,0,0,0,14017,87.6
0,15.27,296.76,60000,17.06,0,1,0,4495,42.8
0,14.27,224.73,65196,9.35,0,0,0,3571,49.6
0,19.42,690.3,42000,18.17,0,0,0,29680,96.5
0,17.27,299.98,100000,12.46,2,2,0,2212,17.8
0,16.77,370.94,136000,16.28,0,3,0,57963,62.2
0,11.71,773.44,68000,28.78,0,0,0,66854,73
0,12.69,271.14,90000,15.35,1,0,0,12317,52.9
0,21.67,274.32,48529,4.62,3,0,0,4857,93.4
0,11.71,773.44,280000,7.87,0,0,0,6457,17.6
0,12.42,449.15,80000,6.36,0,2,0,10917,23.4
0,22.74,981.45,106000,14.49,0,2,0,16006,84.7
0,8.9,248.52,118392,9.75,0,0,0,2787,3.9
0,15.96,204.1,35004,21.32,0,3,0,3452,32.4
0,12.69,429.3,38000,20.84,0,3,0,10711,30.1
0,19.91,925.54,70000,20.45,0,0,0,23538,77.9
0,18.25,169.78,37008,17.12,0,2,0,5646,55.4
0,12.69,391.46,45000,29.44,0,1,0,32864,60.9
0,18.25,360.61,45780,6.87,0,0,0,12589,98.4
0,22.35,484.04,211000,17.64,2,0,0,13080,98.3
0,22.74,897.33,108000,5.44,2,0,0,18361,87.4
0,9.91,254.44,106320,16.53,0,0,0,22775,63.5
0,19.91,380.8,160000,21.53,0,3,0,91300,74.5
0,10.65,448.63,41000,14.66,0,0,0,14245,29.4
0,12.42,336.86,41000,12.97,0,1,0,4342,12
0,15.27,382.92,51000,9.84,0,3,0,18515,54.3
0,17.58,251.66,70000,15.09,1,1,0,10732,40.3
0,13.49,276.06,63919.2,8.43,0,0,0,20534,77.5
0,13.49,69.02,28080,3.76,1,0,0,2914,12.6
0,21.67,803.07,185000,4.35,2,0,0,298,3.4
0,12.42,106.12,37500,25.66,1,2,0,7288,28
0,19.91,634.66,62000,8.38,0,1,0,11355,95.4
0,12.69,271.14,48000,14.43,0,5,0,12186,30
0,11.71,441.97,179000,16.4,0,0,0,40983,67.2
0,17.27,299.98,65000,13.79,0,3,1,11137,57
0,11.71,441.97,48000,11.8,0,0,0,4249,24.8
0,21.67,576.07,120000,11.86,0,3,0,35152,85.7
0,13.49,460.1,300000,9.07,1,0,0,96758,53.9
0,12.69,361.52,70000,20.16,0,1,0,27448,27.7
0,10.65,323.53,200000,4.43,0,0,0,44505,15.8
0,17.58,314.57,74400,14.44,0,0,0,8159,81
0,19.42,860.42,87600,23.73,0,0,0,52736,63.1
0,13.49,460.1,84000,19.66,0,0,0,32478,57.8
0,10.65,431.37,133000,20.92,0,0,0,112522,19.7
0,17.27,599.96,106000,6.6,0,1,0,31624,77.3
0,17.58,572.52,45000,16.93,0,1,0,25993,72.1
0,12.42,269.49,39481,16.2,0,0,0,10792,69.6
0,19.91,925.54,300000,3.85,0,0,0,77145,70.7
0,11.71,552.46,75000,13.42,0,0,0,18591,37.9
0,14.27,599.26,86000,26.51,0,1,0,33021,70.8
0,19.42,418.76,60000,6.2,0,2,1,6150,53.4
0,19.42,916.03,180000,11.23,0,0,0,41044,41.3
0,15.96,850.39,102158,14.61,0,1,0,93973,35.2
0,19.03,415.32,75000,8.4,0,0,0,6147,87.8
0,11.71,773.44,80000,22.61,0,0,0,32119,53.5
0,18.64,437.63,70000,19.2,1,1,0,25039,80.3
0,15.27,382.92,43000,22.94,0,1,0,13724,28.8
0,17.27,509.34,62510,21.52,0,0,0,10432,27.2
0,14.27,491.58,83400,21.63,0,0,0,35006,84.7
0,15.27,119.66,96000,22.84,0,1,0,28325,97
0,23.91,717.9,200000,9.55,0,1,0,29680,45.8
0,18.25,306.36,64000,11.33,0,3,0,6782,64.6
0,13.49,690.15,60000,20,0,1,0,1601,11.3
0,12.42,168.43,30000,10.28,0,0,0,10710,45.6
